id,title,key
大梅沙海滨公园,人满为患体验不佳，,体验 一同 漫步 点儿 炎炎夏日 灰尘 火车站 火车 瀑布 激动 演出票 烟味 漂亮 满街 满意 满地 滞留 溪谷 湖贝路 烂尾 烟头 游泳圈 热带 特色 特多 特地去 特区 特别 物价 牛杂
大梅沙海滨公园,大梅沙已经暂停开放了，大家不要被携程骗了！白跑一趟！9月，受台风山竹影响，大梅沙海滨公园受灾严重，进入闭园大修阶段。11月28日，记者从盐田区了解到，在确保运营安全及避免投资浪费的情况下，盐田区工务局会同盐田区城管局及代建单位先行对园区部分设施进行修复，力争2019年5月开放海滨公园部分区域，力争2019年12月底前完成海滨公园的主体重建工作。,盐田区 海滨公园 力争 开放 阶段 先行 确保 投资 代建 受灾 工务局 会同 运营 山竹 主体 白跑一趟 记者 修复 单位 区域 情况 工作 重建 暂停 台风 闭园 影响 浪费 园区 携程
大梅沙海滨公园,如果只是单纯要游泳，还可以，其它的没啥，栈道还没修复好，就海边用绿色铁丝网围住一小块可以游泳，没了，失望，浪费时间，还不如来欢乐海岸，性价比还比较高,游泳 铁丝网 栈道 欢乐 围住 修复 浪费时间 绿色 性价比 失望 炎炎夏日 灰尘 火车站 火车 瀑布 一同 激动 漫步 烂尾 演出票 漂亮 满街 满意 满地 点儿 热带 烟味 爬山虎 特地去 特区
大梅沙海滨公园,里面收费很贵，建议自己携带泳衣，游泳圈，防水袋，水很不干净，里面很多垃圾姨妈巾都有，很多乱七八糟的,游泳圈 防水 姨妈 携带 泳衣 干净 收费 建议 垃圾 牛杂 演出票 特地去 火车站 火车 瀑布 激动 漫步 漂亮 炎炎夏日 满街 满意 满地 滞留 溪谷 灰尘 点儿 牙膏 特区 物价 牌子
大梅沙海滨公园,第一次去深圳！然而去了大梅沙，包放沙滩上被人拿走了，对深圳人民很失望,深圳 包放 拿走 人民 失望 一同 烂尾 点儿 炎炎夏日 灰尘 火车站 火车 瀑布 烟头 激动 漫步 演出票 漂亮 满街 满意 满地 烟味 热气球 热带 牙膏 特色 特多 特地去 特区 特别
大梅沙海滨公园,大梅沙附近最近都有大工程 噪音很大 不要来住海景酒店 没有海浪声 只有工程噪音,噪音 工程 来住 海浪声 海景 酒店 很大 满街 漂亮 烂尾 点儿 滞留 炎炎夏日 满地 灰尘 火车站 火车 瀑布 烟头 激动 漫步 演出票 满意 烟味 热狗 热带 热气球 特多 特地去 特区
大梅沙海滨公园,大梅沙最近施工，封闭了，根本进不去，最早可能1月份以后才开放（据当地执勤人员说）,最早 执勤 施工 进不去 人员 月份 封闭 开放 演出票 漫步 激动 瀑布 烟味 火车站 漂亮 满街 灰尘 炎炎夏日 点儿 烂尾 满意 满地 滞留 火车 一同 溪谷 牌子 特多 特地去 特区
大梅沙海滨公园,闭园！据说去年台风吹毁了部分设施，重建中。,吹毁 重建 闭园 台风 设施 一同 火车 烂尾 点儿 炎炎夏日 灰尘 火车站 激动 瀑布 烟头 漫步 演出票 漂亮 满街 满意 满地 滞留 烟味 热气球 热带 牙膏 特色 特多 特地去 特区
大梅沙海滨公园,我还是喜欢小梅沙！第一次看见大海比较激动，我的第一感觉是挺喜欢的！,喜欢 激动 大海 感觉 瀑布 烟味 烂尾 点儿 炎炎夏日 灰尘 火车站 火车 漫步 热带 演出票 漂亮 满街 满意 满地 滞留 烟头 一同 热气球 牙膏 特色 特多 特地去 特区 特别 物价
大梅沙海滨公园,贵贵贵～出来玩钱不是重点，重点是开心，可这钱花的真不爽，海滩边上那么多人你水走量也能赚死你了标那么贵心吃秤砣了，泳衣质量差，租个伞问多钱问了五遍不理人，谁都不理，旁边的人甩了一百他才开口差五十，买水的服务员也是态度差差差，没啥玩的就一个摩托艇只有两三辆想玩排队等着吧！真恶心的景区,不理 重点 贵贵贵 服务员 秤砣 开口 不爽 摩托艇 贵心 走量 买水 玩钱 泳衣 开心 差差 质量 海滩 态度 恶心 排队 景区 火车站 满地 滞留 满意 溪谷 满街 漂亮 演出票 漫步
大梅沙海滨公园,因为是免费的，什么样的人都有，更衣室地上完全黑水，沙滩海里全是垃圾，也不知道会不会有人吐痰，绝对不要去绝对不要去，去到那里我一看是这样的沙滩一点玩的兴致都没有了,绝对 黑水 更衣室 兴致 吐痰 垃圾 免费 火车 烂尾 点儿 炎炎夏日 灰尘 火车站 漫步 瀑布 激动 演出票 漂亮 满街 满意 满地 滞留 烟味 一同 烟头 牌子 特色 特多 特地去 特区
大梅沙海滨公园,要2019年5月份才开放 现在闭园 沙滩都进不去,进不去 月份 闭园 开放 瀑布 烂尾 点儿 炎炎夏日 灰尘 火车站 火车 一同 漫步 演出票 漂亮 满街 满意 满地 滞留 溪谷 激动 烟头 烟味 牌子 特多 特地去 特区 特别 物价 牛杂
大梅沙海滨公园,除了门票，如果没有自带游水设备，里面有购，但很贵...而且游后冲凉也是要收费的，这个有点坑爹，很多人都说西冲比大梅沙好玩,自带 有购 游水 冲凉 很贵 设备 收费 有点 好玩 门票 牙膏 激动 炎炎夏日 灰尘 火车站 火车 瀑布 漫步 烂尾 演出票 特区 特地去 漂亮 满街 满意 点儿 烟头 烟味 牌子 热带
大梅沙海滨公园,十一期间只开放了3天，其他时间关闭，只能望园兴叹，拒之门外，想去了要确定开放时间，要不只能败兴而归,时间 只能 开放 拒之门外 兴叹 想去 关闭 瀑布 点儿 炎炎夏日 灰尘 火车站 火车 一同 激动 漫步 烂尾 漂亮 满街 满意 满地 滞留 演出票 烟味 烟头 热带 特色 特多 特地去 特区
大梅沙海滨公园,好玩是好玩？但坐车大难坐车了东跑跑西跑，去一次就要留在那过夜才能去要不然去的话玩的时间就不长久,坐车 好玩 跑跑 留在 长久 大难 西跑 时间 满街 漂亮 演出票 漫步 满意 激动 瀑布 火车 火车站 满地 滞留 溪谷 灰尘 炎炎夏日 点儿 一同 烂尾 湖贝路 特地去 特区 特别 物价
大梅沙海滨公园,深圳大梅沙是免费开放的，所以周末节假日人多！海水质量很一般，来深圳看海还是去南澳吧！,深圳 南澳 质量 海水 开放 免费 瀑布 烂尾 点儿 炎炎夏日 灰尘 火车站 火车 漫步 激动 烟头 演出票 漂亮 满街 满意 满地 滞留 烟味 一同 热带 牙膏 特色 特多 特地去 特区
大梅沙海滨公园,因为免费么，哪里都脏的啊！感觉没一处干净的,干净 免费 感觉 一同 激动 烂尾 点儿 炎炎夏日 灰尘 火车站 火车 瀑布 漫步 烟头 演出票 漂亮 满街 满意 满地 滞留 溪谷 烟味 热气球 热带 牙膏 特色 特多 特地去 特区 特别
大梅沙海滨公园,大梅沙很脏，配套设施也很差！如果要看海就去穿越海岸线！,穿越 配套 海岸线 很脏 设施 特别 烟味 点儿 炎炎夏日 灰尘 火车站 火车 瀑布 激动 漫步 演出票 漂亮 满街 满意 满地 滞留 溪谷 烂尾 特多 物价 烟头 牛杂 牙膏 特区 牌子
大梅沙海滨公园,大家小心点，停一下车不启动缴费系统。罚单500，就是个坑，等你跳！！！！,缴费 罚单 启动 系统 小心 漫步 炎炎夏日 灰尘 火车站 火车 瀑布 激动 一同 演出票 烂尾 漂亮 满街 满意 满地 滞留 溪谷 湖贝路 点儿 烟头 烟味 游泳圈 特多 特地去 特区 特别
大梅沙海滨公园,醉了大梅沙！刚买的三千多的鞋子放沙滩储存鞋子的地方十分钟被偷走！工作人员派出所均不管！没意思,鞋子 储存 偷走 派出所 没意思 工作人员 地方 漫步 点儿 炎炎夏日 灰尘 火车站 火车 瀑布 激动 漂亮 演出票 烟味 满街 满意 满地 滞留 溪谷 湖贝路 烂尾 热带 烟头 游泳圈 特地去 特区
大梅沙海滨公园,虽然是免费的，可从市区开车过去却要五六个钟（含堵车5个钟）；到了已是夜晚，可人流还是跟东门一样；早上起来，沙滩已成了垃圾场......,已成 东门 市区 堵车 垃圾场 开车 人流 免费 活动 瀑布 烂尾 点儿 炎炎夏日 灰尘 泡泡 火车站 火车 激动 派出所 漫步 演出票 漂亮 满街 满意 满地 滞留 烟味 烟头 热带 热气球
大梅沙海滨公园,周末就是虾米长，人多水少，下饺子，垃圾到处都是，游客素质什时间能够提高。,素质 虾米 提高 饺子 时间 游客 垃圾 滞留 溪谷 炎炎夏日 灰尘 火车站 湖贝路 火车 瀑布 漫步 激动 演出票 烂尾 漂亮 满街 满意 满地 点儿 一同 烟味 游玩 特多 特地去 特区
大梅沙海滨公园,超级差，劝大家千万别来，就是一个垃圾站，沙滩也不是真正的沙滩,垃圾站 游玩 烂尾 点儿 炎炎夏日 灰尘 火车站 火车 瀑布 激动 漫步 演出票 漂亮 满街 满意 满地 滞留 溪谷 湖贝路 烟味 一同 热带 牙膏 特色 特多 特地去 特区 特别 物价 牛杂
大梅沙海滨公园,就一个海滩，很没意思，玩个海边还可以,海滩 没意思 激动 烟味 烂尾 点儿 炎炎夏日 灰尘 火车站 火车 瀑布 一同 烟头 演出票 漂亮 满街 满意 满地 滞留 溪谷 漫步 热带 游玩 牙膏 特色 特多 特地去 特区 特别 物价
大梅沙海滨公园,"人又多
垃圾多
更換衣服門上玻璃是壞的
非常臭的沙灘",衣服 沙灘 玻璃 非常 垃圾 激动 点儿 炎炎夏日 灰尘 火车站 火车 瀑布 演出票 漫步 烟味 漂亮 满街 满意 满地 滞留 溪谷 烂尾 一同 湖贝路 牌子 特多 特地去 特区 特别 物价
大梅沙海滨公园,看海还是看人海，喜欢扎堆的就去吧，一定有惊喜,惊喜 扎堆 喜欢 一同 激动 烂尾 点儿 炎炎夏日 灰尘 火车站 火车 瀑布 漫步 烟头 演出票 漂亮 满街 满意 满地 滞留 溪谷 烟味 热气球 热带 游玩 特多 特地去 特区 特别 物价
大梅沙海滨公园,不知道怎么说有点失望比我想象中的差太远了,想象 有点 失望 激动 烂尾 点儿 炎炎夏日 灰尘 火车站 火车 瀑布 一同 烟头 漫步 演出票 漂亮 满街 满意 满地 滞留 溪谷 烟味 热气球 热带 热狗 特色 特多 特地去 特区 特别
大梅沙海滨公园,人山人海，此生最失意的一次出行！脏乱差！无法用语言形容,失意 形容 语言 人山人海 出行 脏乱差 一同 瀑布 烂尾 点儿 炎炎夏日 灰尘 火车站 火车 漫步 激动 演出票 漂亮 满街 满意 满地 烟味 热带 烟头 牌子 特多 特地去 特区 特别 物价
大梅沙海滨公园,市民免费海滩。沙滩比较大。但沙质较粗。有几个出租的小商店，周围卫生比较差，满地烟头瓜子壳。小偷比较多。,烟头 小商店 出租 满地 沙质 小偷 瓜子壳 市民 海滩 免费 火车站 烂尾 点儿 炎炎夏日 灰尘 一同 火车 激动 漫步 演出票 漂亮 满街 满意 滞留 瀑布 热带 烟味 湖贝路 特地去 特区
大梅沙海滨公园,"1,水质太差了,水黑不溜秋的
2,有旅客还带着自己的宠物一同下水
3,沙滩上垃圾太过,而且旅客也不注意卫生,随地吐痰
4,物价太贵
5,没有设置一些租柜给旅客放置贵重物品",旅客 一同 租柜 放置 贵重物品 宠物 随地吐痰 设置 物价 下水 水质 垃圾 瀑布 火车站 火车 灰尘 激动 漂亮 漫步 演出票 点儿 满街 满意 满地 滞留 溪谷 炎炎夏日 烟头 烂尾 爬山
大梅沙海滨公园,沙滩上全是垃圾，有意思吗？我朋友还让玻璃给伤到了,伤到 玻璃 有意思 朋友 垃圾 一同 瀑布 烂尾 点儿 炎炎夏日 灰尘 火车站 火车 漫步 激动 烟头 演出票 漂亮 满街 满意 满地 烟味 热气球 热带 牙膏 特色 特多 特地去 特区 特别
大梅沙海滨公园,三多， 人多，车多，垃圾多。满街都是人，像蝗虫,满街 蝗虫 垃圾 一同 漫步 炎炎夏日 灰尘 火车站 火车 瀑布 激动 演出票 烂尾 漂亮 满意 满地 滞留 溪谷 湖贝路 点儿 烟味 游泳圈 烟头 特多 特地去 特区 特别 物价 牛杂 牙膏
大梅沙海滨公园,脏乱差……像个垃圾场，不知道和暑期有没有关系，进去十分钟走了,关系 垃圾场 有没有 脏乱差 瀑布 烂尾 点儿 炎炎夏日 灰尘 火车站 火车 一同 烟味 漫步 演出票 漂亮 满街 满意 满地 滞留 激动 烟头 湖贝路 热带 特色 特多 特地去 特区 特别 物价
大梅沙海滨公园,现在的大梅沙、小梅沙都太脏了（游人过多、管理不善导致的吧），几乎没法下水，建议各位不要再去凑热闹。,游人 不善 没法 下水 导致 管理 建议 激动 炎炎夏日 灰尘 火车站 火车 瀑布 漂亮 漫步 演出票 烂尾 满街 满意 满地 滞留 溪谷 点儿 烟味 游玩 烟头 特多 特地去 特区 特别
大梅沙海滨公园,太多人了！节日看人海不是看大海，不过免费是这样子的,大海 样子 免费 滞留 瀑布 烟味 烂尾 点儿 炎炎夏日 灰尘 火车站 火车 激动 满地 热带 漫步 演出票 漂亮 满街 满意 烟头 一同 湖贝路 牙膏 特色 特多 特地去 特区 特别 物价
大梅沙海滨公园,说实话，真心不推荐。人越来越多卫生环境又差,说实话 真心 越来越 推荐 环境 一同 漫步 炎炎夏日 灰尘 火车站 火车 瀑布 激动 漂亮 演出票 烂尾 满街 满意 满地 滞留 溪谷 湖贝路 点儿 热带 烟味 爬山虎 特地去 特区 特别 物价
大梅沙海滨公园,真的不建议去，人多的跟下饺子一样，好恶心，对海都有阴影了,阴影 饺子 恶心 建议 真的 一同 演出票 火车站 火车 瀑布 激动 漫步 满街 漂亮 炎炎夏日 满意 满地 滞留 溪谷 湖贝路 游玩 灰尘 烂尾 点儿 游泳 特区 特别 物价 牛杂 牙膏
大梅沙海滨公园,不知道怎么样诶，去那天赶上台风,赶上 台风 一同 漫步 点儿 炎炎夏日 灰尘 火车站 火车 瀑布 激动 演出票 烟味 漂亮 满街 满意 满地 滞留 溪谷 湖贝路 烂尾 烟头 游泳圈 热带 特色 特多 特地去 特区 特别 物价
大梅沙海滨公园,人太多了，环境很脏乱,脏乱 环境 一同 漫步 点儿 炎炎夏日 灰尘 火车站 火车 瀑布 激动 演出票 烟味 漂亮 满街 满意 满地 滞留 溪谷 湖贝路 烂尾 烟头 状态 牌子 特多 特地去 特区 特别 物价 牛杂
莲花山公园,80多岁的老人想去看下山顶的邓小平塑像，居然不肯开，也没有轮椅，又是关爱服务车，又是党员服务点，形同虚设，还全国文明城市，40年改革开放，城市名片的服务就这样的？？？,服务 党员 文明城市 改革开放 服务车 轮椅 看下 不肯 塑像 名片 关爱 形同虚设 城市 想去 全国 山顶 老人 海景 灰尘 热带 烟头 烟味 烂尾 点儿 炎炎夏日 火车站 热狗 火车 瀑布 洗洗
莲花山公园,只有邓小平老人家肖像观赏，没有其它东西，只适合当地人做运动,肖像 老人家 当地人 观赏 运动 东西 适合 激动 灰尘 火车站 火车 瀑布 演出票 漫步 湖贝路 漂亮 满街 满意 满地 滞留 炎炎夏日 一同 点儿 烂尾 特区 特别 物价 牛杂 牙膏 牌子
红树林,"1. 在福田的红树林其实是两家单位。一家是“红树林自然保护区”，另一家是“福田红树林生态公园”。景点介绍把两家混为一家“红树林”是错误的。
2. 询问了当地人，“红树林自然保护区”从不对外开放。
3. “福田红树林生态公园”免费开放，但不临海（或到海边的路是被管制的）。在红树林公园不能到海边去看红树林，令人感觉有点挂羊头卖狗肉，名不符实，令人失望。",福田 自然保护区 生态 公园 另一家 对外开放 临海 错误 介绍 管制 当地人 询问 单位 有点 开放 失望 免费 感觉 景点 点儿 炎炎夏日 灰尘 火车站 激动 火车 瀑布 烟味 漫步 演出票 特地去
红树林,"不错！
【景色】又免费景色很好，又安静，蓝天，白云，绿意，空气中充满畅快，很好的草树结合地
【性价比】
【趣味】一个人玩也有趣，可想心事，很安逸
【性价比】高
【趣味】
【景色】好
【性价比】南国风物，热带风览",性价比 景色 趣味 风物 风览 南国 充满 心事 绿意 畅快 草树 热带 有趣 很好 空气 不错 免费 炎炎夏日 点儿 灰尘 一同 火车站 火车 激动 漫步 演出票 漂亮 满街 瀑布 烟头
红树林,一棵红树都没看到，别说树林了………光秃秃的海岸线，人造的草坪和绿化带。红树林呢？候鸟呢？,绿化带 候鸟 树林 海岸线 草坪 红树 人造 一同 火车 炎炎夏日 灰尘 火车站 瀑布 烂尾 激动 漫步 演出票 漂亮 满街 满意 满地 滞留 点儿 热带 烟味 爬山虎 特地去 特区 特别 物价
红树林,环境可以但是要政府大力扶持，听说要申请四A景区，那我就打算在这里长住 哈哈,长住 扶持 打算 政府 申请 听说 环境 景区 火车 烂尾 点儿 炎炎夏日 灰尘 火车站 一同 瀑布 烟味 漫步 演出票 漂亮 满街 满意 满地 激动 热带 烟头 牌子 特多 特地去 特区
红树林,红树林？！没看到几棵红树，不过景色不错,红树 景色 不错 一同 烂尾 点儿 炎炎夏日 灰尘 火车站 火车 瀑布 烟头 激动 漫步 演出票 漂亮 满街 满意 满地 滞留 烟味 热带 湖贝路 热气球 状态 特色 特多 特地去 特区 特别
红树林,海水是臭的。。一股臭水沟味道。。再也不想去了,臭水沟 味道 再也 海水 不想 火车 烟味 烂尾 点儿 炎炎夏日 灰尘 火车站 激动 瀑布 热带 漫步 演出票 漂亮 满街 满意 满地 滞留 烟头 热狗 热气球 牛杂 状态 特色 特多 特地去
红树林,免费的挺好，平时休闲还可以，不过没什么可以玩的,挺好 休闲 免费 没什么 漫步 点儿 炎炎夏日 灰尘 火车站 火车 瀑布 激动 一同 烟味 演出票 漂亮 满街 满意 满地 滞留 溪谷 烂尾 烟头 游玩 牌子 特多 特地去 特区 特别 物价
红树林,实在不怎么样，我去时雾气蒙蒙，海鸟廖廖，海水浑黄，唯有乐在骑行中。,海鸟 雾气 不怎么样 骑行 海水 实在 激动 点儿 炎炎夏日 灰尘 火车站 火车 瀑布 一同 烂尾 演出票 漂亮 满街 满意 满地 滞留 漫步 烟头 烟味 湖贝路 特多 特地去 特区 特别 物价
红树林,周末休闲娱乐亲子好去处！景色很美！散步！骑行！很好的去处！,亲子 去处 骑行 很好 好去处 散步 娱乐 休闲 景色 激动 漂亮 烟味 烂尾 点儿 满街 炎炎夏日 火车站 灰尘 瀑布 演出票 烟头 火车 漫步 一同 热狗 热带 热气球 特多 特地去 特区
红树林,一点都不好        红树林还不让进       太失望了,不让 不好 失望 烟味 烂尾 点儿 炎炎夏日 灰尘 火车站 火车 瀑布 激动 湖贝路 漫步 演出票 漂亮 满街 满意 满地 滞留 烟头 热带 热气球 热狗 狗屎 状态 特色 特多 特地去 特区
红树林,就一只野鸭子在海上晒太阳，海里面的水脏的要命，哪是蔚蓝的海啊，，明明就是长江水了,要命 长江 水脏 野鸭子 晒太阳 一同 激动 炎炎夏日 灰尘 火车站 火车 瀑布 演出票 漫步 烂尾 漂亮 满街 满意 满地 滞留 溪谷 点儿 烟味 游玩 爬山虎 特地去 特区 特别 物价 牛杂
深圳湾公园,设计太糟糕了，一下去走了几公里都上不来，根本就没有一个供人上去的地方,设计 上不来 糟糕 地方 溪谷 瀑布 烂尾 点儿 炎炎夏日 灰尘 火车站 火车 激动 滞留 烟头 漫步 演出票 漂亮 满街 满意 满地 烟味 一同 热带 游玩 特色 特多 特地去 特区 特别
深圳湾公园,海水超级脏，水质极差，黄黄的，交通方便,黄黄的 水质 交通 海水 极差 一同 火车 烂尾 点儿 炎炎夏日 灰尘 火车站 激动 瀑布 烟头 漫步 演出票 漂亮 满街 满意 满地 滞留 烟味 热气球 热带 湖贝路 特多 特地去 特区 特别
东部华侨城茶溪谷,体验不佳，景色一般，像是进入荒地一样杂草丛生，人工造景都没维护好，更别提自然景致了！,自然 荒地 景致 造景 人工 像是 杂草丛生 维护 景色 体验 漫步 演出票 漂亮 烟味 激动 瀑布 火车 火车站 满街 灰尘 满意 炎炎夏日 点儿 烂尾 一同 热狗 烟头 牌子 特地去 特区
东部华侨城茶溪谷,大概时隔六七年了，再次重游东部华侨城，因为这次是家庭出行考虑到宝宝还不太会玩，所以仅仅是走了一下茶溪谷，订的茵特拉根酒店。茶溪谷，花田被荒草取代了，小火车也在维修期间停开，甚是可惜。因为疫情？景区内只有一家餐饮店，当然，还有三两家类似报刊亭卖点风车泡泡机和泡面肠仔的地方，除此之外，没有看到工作人员，一派荒凉。下次再去可能要好好考虑一下。,溪谷 仅仅 卖点 报刊亭 餐饮店 疫情 肠仔 取代 重游 风车 不太会 泡泡 泡面 荒凉 荒草 家庭 出行 考虑一下 可惜 类似 酒店 停开 时隔 好好 华侨城 工作人员 维修 景区 火车 地方
东部华侨城茶溪谷,真的不要去，根本不值票价，很多景点都荒废了，封住了不给进，人也没几个，完全逛公园即视感，以前能玩一整天，现在玩一个小时都嫌多，根本没有人维护，到处都破破烂烂的，还专门开那么久车跑过来，不去逛家旁边的公园,逛公园 即视 嫌多 去逛 封住 跑过来 票价 维护 荒废 不值 小时 真的 景点 公园 火车 烂尾 满街 漫步 火车站 满意 灰尘 炎炎夏日 瀑布 激动 点儿 漂亮 演出票 一同 烟味 爬山
东部华侨城茶溪谷,东部华侨城倒闭吧！每年都来玩，今年体验极差！1、建筑旧得掉渣，到处杂草丛生，除了主干道，周围景点全部封闭，坐一个多小时车到这边来就是看了些破花残柳！2、之前小火车采取预约取号制，大家可以高效率地游玩，现在又变成了一窝蜂去排队，两个小时都排不上，另一个谷的门票只能白白浪费！景区变得毫无管理，严重劝退，倒闭算了！,倒闭 小时 预约 取号 排不上 一窝蜂 白白浪费 主干道 高效率 劝退 算了 建筑 变得 极差 杂草丛生 封闭 华侨城 游玩 只能 管理 排队 体验 景区 火车 景点 门票 烂尾 火车站 灰尘 炎炎夏日
东部华侨城茶溪谷,茶溪谷基本就是杂草谷，现场与网图严重不符。没有人维护，茶山和四季花田全是杂草,杂草 网图 茶山 不符 现场 维护 溪谷 满意 满街 满地 滞留 烟味 演出票 漫步 激动 瀑布 火车 火车站 灰尘 炎炎夏日 点儿 烂尾 漂亮 一同 烟头 牌子 特多 特地去 特区 特别
东部华侨城茶溪谷,我们一直买的是年卡，大侠谷和茶漂谷年卡，以前去玩，觉得还可以，现在茶溪谷里面环境一团糟。特别是停车费特别、特别夸张。希望整改，只是个人建议。,特别 夸张 整改 停车费 希望 建议 环境 溪谷 瀑布 点儿 炎炎夏日 灰尘 火车站 火车 演出票 激动 漫步 烟味 漂亮 满街 满意 满地 滞留 烂尾 热气球 烟头 热带 特多 特地去 特区
东部华侨城茶溪谷,千万不要去，园区早就荒废了，根本没有人，所有东西都年久失修的感觉，免费我都要考虑一下，135打水漂,早就 打水漂 考虑一下 年久失修 园区 东西 荒废 免费 感觉 牛杂 特地去 灰尘 特区 火车站 火车 瀑布 激动 特多 点儿 漫步 演出票 漂亮 满街 满意 满地 炎炎夏日 烂尾 牙膏 煎锅 牌子
东部华侨城茶溪谷,"景点是垃圾中的战斗机，根本无人维护，花坛是野草地，路是也草丛，湿地花园照片奉献给大家
携程夜市垃圾中的战斗机，申请售后，第一天告诉你协调，第二天告诉你退20%费用，并送你礼品卡第三天告诉你，20%费用就是礼品卡
评价竟然都没有无星评价，差评",告诉 礼品 费用 战斗机 评价 垃圾 草丛 无星 花坛 夜市 协调 售后 奉献给 野草 申请 照片 花园 无人 携程 维护 景点 点儿 演出票 烟味 烂尾 火车 热带 漫步 炎炎夏日 灰尘
东部华侨城茶溪谷,不要来这个地方，绝对让你失望。花135买的门票，还不如免费的公园好玩,绝对 失望 好玩 免费 门票 地方 公园 灰尘 烟头 烟味 烂尾 点儿 炎炎夏日 火车 火车站 瀑布 激动 漫步 演出票 漂亮 满街 满意 满地 热带 一同 热气球 牙膏 特色 特多 特地去
东部华侨城茶溪谷,什么都没有了，所有店都关门，花海也拆了，小火车也停了。体验感超级差，小店都没有，整个公园稍微走走就没了，早知道不花冤枉钱了。花钱买个教训吧！💩,稍微 小店 冤枉钱 教训 花钱买 花海 没了 走走 关门 体验 火车 公园 满意 烂尾 点儿 炎炎夏日 灰尘 滞留 火车站 激动 瀑布 满街 漫步 演出票 满地 漂亮 烟味 一同 烟头 爬山虎
东部华侨城茶溪谷,体验不佳，性价比低，景色一般，可玩性低，,可玩性 性价比 景色 体验 点儿 炎炎夏日 灰尘 火车站 火车 瀑布 激动 演出票 漫步 烟味 漂亮 满街 满意 满地 滞留 溪谷 烂尾 烟头 游玩 热带 特色 特多 特地去 特区 特别 物价
东部华侨城茶溪谷,景色一般，可玩性低，体验不佳，性价比低，,可玩性 性价比 景色 体验 点儿 炎炎夏日 灰尘 火车站 火车 瀑布 激动 演出票 漫步 烟味 漂亮 满街 满意 满地 滞留 溪谷 烂尾 烟头 游玩 热带 特色 特多 特地去 特区 特别 物价
东部华侨城茶溪谷,不要来这个地方，绝对让你失望。花135买的门票，还不如免费的公园好玩，真的非常不值得，网页也没有任何公布说景点关闭的信息，欺骗消费者，所有的店面也是关闭的，没有一点游玩的乐趣，园区已经无人打理，很多路不是被封就是无人打理，茶园都被一片杂草丛生！完全欺骗消费者！奉劝想要来的朋友，千万别来！！！！！！！！千万别来！！！！！千万别来！！！！,消费者 欺骗 无人 打理 关闭 奉劝 想要 乐趣 信息 网页 店面 公布 绝对 茶园 杂草丛生 朋友 园区 游玩 非常 真的 失望 好玩 值得 免费 景点 门票 地方 公园 点儿 烂尾
东部华侨城茶溪谷,单独茶溪谷没有好看的，大部分封堵，不开放，感觉像倒闭一样。大峡谷有个别景点在整改，不过不影响性价比，整体来说大峡谷还是比较不错的。,大峡谷 封堵 单独 整改 整体 倒闭 影响 好看 性价比 开放 不错 溪谷 感觉 景点 火车站 炎炎夏日 灰尘 一同 火车 烂尾 瀑布 激动 漫步 演出票 漂亮 点儿 热气球 烟味 牌子 特多
东部华侨城茶溪谷,小火车没有开，花也没有，店也没开，景区里已经什么都没有可看的了。匆匆逛了一两个小时就离开了。,离开 可看 没开 小时 景区 火车 一同 瀑布 烂尾 点儿 炎炎夏日 灰尘 火车站 漫步 激动 烟头 演出票 漂亮 满街 满意 满地 滞留 烟味 热气球 热带 牙膏 特色 特多 特地去 特区
